Id,SalePrice
1461,138562.246723
1462,154329.312813
1463,181220.569958
1464,203345.834728
1465,190572.626877
1466,172393.881189
1467,182680.830079
1468,168569.807188
1469,189157.380492
1470,118267.919103
1471,199775.768704
1472,113644.213183
1473,108776.473602
1474,154598.110287
1475,120173.073703
1476,357079.506078
1477,255167.193795
1478,299717.464952
1479,286017.364474
1480,516622.717955
1481,315005.363366
1482,219109.014815
1483,177850.944152
1484,170417.354739
1485,187785.123796
1486,197390.248903
1487,321744.381083
1488,253965.070998
1489,182564.259071
1490,214309.446963
1491,201538.750071
1492,97523.0873804
1493,194264.591026
1494,301546.656805
1495,278677.479589
1496,214190.380273
1497,161398.275012
1498,158501.580343
1499,156789.38796
1500,145436.985598
1501,152713.38321
1502,151816.338197
1503,289580.171659
1504,240583.52592
1505,222602.144419
1506,197035.813154
1507,244142.634772
1508,209652.715475
1509,157700.396343
1510,138979.410637
1511,138995.885772
1512,162129.834566
1513,140200.184946
1514,175684.189198
1515,180463.342643
1516,151896.257173
1517,174283.372562
1518,149929.134681
1519,227053.837665
1520,122727.864165
1521,128460.617149
1522,162341.987851
1523,102719.77406
1524,111957.714529
1525,117149.681533
1526,114982.205653
1527,97249.8639383
1528,157642.960359
1529,133476.808024
1530,192424.758133
1531,109164.669537
1532,97896.8123445
1533,149148.398367
1534,137734.39562
1535,170047.209728
1536,119280.93111
1537,78858.748957
1538,180633.971443
1539,159519.666256
1540,107135.652879
1541,152908.182904
1542,149063.203042
1543,192210.784418
1544,87476.8254487
1545,120238.933939
1546,138340.326489
1547,135719.660616
1548,137022.044768
1549,127928.272701
1550,132026.385491
1551,118937.525007
1552,124891.506858
1553,141034.818108
1554,121376.62955
1555,163194.062644
1556,92860.6637548
1557,107026.590723
1558,110679.072346
1559,75885.6134774
1560,136899.441274
1561,129874.594614
1562,135261.310143
1563,113255.906835
1564,167992.268358
1565,164392.400198
1566,235349.381724
1567,81327.098355
1568,215774.52482
1569,139960.776046
1570,141797.809142
1571,114448.876032
1572,145127.140466
1573,240104.399719
1574,119071.770776
1575,219313.007075
1576,258074.001258
1577,193711.831976
1578,138601.982175
1579,148431.669174
1580,212411.992433
1581,155565.305577
1582,125401.433771
1583,324601.221345
1584,228709.648231
1585,141713.61919
1586,80704.1041952
1587,97391.6317876
1588,141081.002005
1589,108093.703914
1590,142122.655818
1591,86625.6146286
1592,116065.598023
1593,121591.905742
1594,103561.262151
1595,99512.7631012
1596,219381.132393
1597,185279.913543
1598,185086.852675
1599,184780.72153
1600,185180.279405
1601,71868.8172262
1602,133714.4597
1603,85109.3305852
1604,236264.248162
1605,264202.860339
1606,179249.71202
1607,214384.179336
1608,221671.677419
1609,185545.063095
1610,141891.102935
1611,145741.080129
1612,172358.957861
1613,180199.847187
1614,125820.794315
1615,96838.3070888
1616,82298.1641879
1617,102303.364456
1618,132744.683839
1619,145072.597586
1620,168559.871052
1621,152679.415851
1622,144897.442571
1623,255638.24238
1624,219399.374148
1625,128719.64759
1626,182152.425656
1627,199207.28972
1628,277326.355298
1629,176479.466609
1630,314761.462035
1631,205326.762919
1632,223734.370596
1633,175788.807474
1634,188192.978031
1635,176323.592175
1636,157187.396637
1637,183707.320909
1638,199146.332038
1639,192116.318667
1640,240301.748464
1641,173857.148403
1642,216094.329975
1643,226940.291171
1644,238466.779807
1645,199309.202563
1646,164953.661977
1647,171542.416069
1648,128110.627596
1649,134813.957958
1650,119347.950741
1651,133666.638983
1652,113115.50254
1653,116830.752035
1654,151925.827989
1655,148427.016722
1656,148733.585278
1657,153605.102017
1658,150126.259532
1659,135714.192392
1660,157083.452231
1661,440305.984098
1662,346477.301575
1663,358847.462201
1664,483553.271759
1665,304145.244202
1666,331639.195433
1667,349758.552726
1668,340980.880688
1669,281534.735324
1670,332643.86652
1671,265065.19492
1672,433804.629626
1673,281098.907242
1674,258637.602431
1675,191741.413079
1676,187594.532838
1677,215516.483782
1678,469096.064497
1679,336316.358035
1680,300795.319459
1681,240864.092618
1682,297510.248011
1683,186249.078213
1684,196027.811131
1685,174867.654638
1686,172379.097634
1687,166777.067412
1688,197460.985263
1689,199510.60745
1690,208248.392557
1691,197428.60838
1692,253739.953051
1693,172897.419352
1694,183496.032941
1695,163470.663767
1696,258163.922145
1697,169430.516313
1698,350994.524058
1699,310595.943053
1700,232233.840129
1701,265215.582658
1702,274533.014055
1703,259696.258689
1704,289684.781712
1705,240483.513093
1706,433556.860937
1707,194656.953279
1708,209293.609454
1709,301314.423706
1710,230412.281114
1711,271331.251426
1712,260383.731431
1713,269042.697698
1714,217732.007247
1715,198035.677832
1716,194033.010516
1717,182432.912027
1718,136866.987253
1719,200506.70994
1720,254302.912294
1721,187598.214795
1722,133376.50801
1723,165817.325295
1724,208980.990099
1725,223648.679632
1726,176237.883131
1727,155494.80151
1728,181567.212036
1729,168952.977469
1730,163576.833741
1731,119421.681382
1732,131225.428048
1733,124827.865841
1734,119806.306397
1735,138080.618214
1736,115648.990833
1737,329823.54246
1738,248762.083886
1739,242188.166516
1740,194250.504923
1741,179085.86315
1742,148382.485172
1743,174423.721544
1744,288329.610182
1745,214081.926615
1746,161463.788987
1747,220536.728975
1748,197787.950626
1749,150305.640073
1750,139735.64343
1751,246640.831405
1752,117263.994586
1753,147674.083165
1754,215765.247957
1755,162177.018854
1756,116224.732485
1757,116714.641735
1758,129488.84118
1759,147515.842207
1760,171665.329713
1761,159517.640533
1762,154544.078396
1763,159296.397407
1764,110938.368978
1765,169219.18995
1766,180668.703351
1767,231531.473281
1768,132980.559995
1769,175412.981826
1770,157285.373786
1771,122384.211341
1772,129598.102128
1773,123763.727523
1774,151039.342005
1775,134477.238369
1776,110936.813646
1777,102261.231726
1778,136637.933738
1779,101174.563078
1780,189422.191038
1781,123303.227231
1782,83057.2223543
1783,155259.218812
1784,103522.52598
1785,109305.482421
1786,115771.388272
1787,150068.25689
1788,58148.3160328
1789,99244.6907045
1790,74519.9554513
1791,219186.952725
1792,161850.19479
1793,145783.04549
1794,166518.596614
1795,131835.207629
1796,104659.572125
1797,151198.618193
1798,113440.197985
1799,110070.998709
1800,107389.695009
1801,130539.198989
1802,147573.865129
1803,146371.80563
1804,145975.000291
1805,140692.339225
1806,139161.069814
1807,155645.531298
1808,118675.144763
1809,110340.884766
1810,133528.793623
1811,90395.0910878
1812,94689.3336462
1813,130366.030916
1814,87173.9222929
1815,57899.3822204
1816,95166.7251198
1817,101662.682141
1818,131825.465848
1819,126466.520323
1820,64662.1483641
1821,104321.93807
1822,153984.919668
1823,54264.7747053
1824,116472.144019
1825,116852.993284
1826,99992.9420847
1827,107701.06376
1828,127547.34212
1829,129809.140487
1830,142879.651501
1831,155400.126586
1832,98197.148371
1833,128714.525393
1834,129850.510712
1835,143133.183845
1836,123801.610124
1837,85981.6382132
1838,134973.373468
1839,96906.9968588
1840,137797.613917
1841,142365.19034
1842,94365.9029724
1843,151468.015636
1844,134371.439975
1845,135501.279945
1846,155785.731927
1847,128646.63411
1848,53222.0580642
1849,90524.1396151
1850,115118.381525
1851,141771.833358
1852,120721.8329
1853,123710.508166
1854,169908.281799
1855,147660.282703
1856,225469.311929
1857,124687.111158
1858,133366.082382
1859,105686.504129
1860,169755.781857
1861,105675.536816
1862,278226.008204
1863,270942.319991
1864,271025.67999
1865,347752.937966
1866,334175.168891
1867,254028.424488
1868,295233.277267
1869,214529.567949
1870,234038.422122
1871,267726.211196
1872,178572.389995
1873,252198.166288
1874,156328.962502
1875,202705.147336
1876,196800.359452
1877,214543.960435
1878,221258.076261
1879,129875.206867
1880,134389.119068
1881,269882.286451
1882,250246.074895
1883,184403.809948
1884,199156.439195
1885,236823.456365
1886,277642.783854
1887,220970.340604
1888,290458.461912
1889,170435.782916
1890,130275.089246
1891,143819.386732
1892,99131.333582
1893,122574.789846
1894,138259.552424
1895,132542.786321
1896,130770.048122
1897,130004.865721
1898,118018.880306
1899,136035.564328
1900,149275.464275
1901,145631.230785
1902,130186.525942
1903,205119.781176
1904,129607.303412
1905,175562.118543
1906,171416.620697
1907,171199.687984
1908,129890.04831
1909,143873.895563
1910,131445.708282
1911,177275.883857
1912,292275.01674
1913,143791.135979
1914,78496.3392352
1915,231115.109416
1916,59108.1362051
1917,257214.275801
1918,148630.620837
1919,185650.592611
1920,167768.521303
1921,391919.942054
1922,307489.390352
1923,199454.852928
1924,235060.321727
1925,208565.167286
1926,359855.918083
1927,139862.252845
1928,162744.570952
1929,130223.156008
1930,132843.610263
1931,162732.276553
1932,146943.165966
1933,192072.181107
1934,191026.678531
1935,177456.8648
1936,190496.949645
1937,191011.217632
1938,167085.14272
1939,229488.880902
1940,181462.107948
1941,181536.584018
1942,176176.069976
1943,193306.943098
1944,284533.482295
1945,324577.509756
1946,159883.077316
1947,280383.352431
1948,173013.212393
1949,232007.301127
1950,198678.715355
1951,257013.263566
1952,220041.450954
1953,163561.205373
1954,185760.513008
1955,143570.107132
1956,340263.648435
1957,157202.76001
1958,303370.03577
1959,146480.175142
1960,108758.643994
1961,122286.16666
1962,117703.653475
1963,130009.320353
1964,112115.284892
1965,149472.81963
1966,141863.564553
1967,281972.164711
1968,370098.87897
1969,337235.304232
1970,408919.814654
1971,477481.258314
1972,377215.851112
1973,270317.464849
1974,297004.603439
1975,464934.449027
1976,274441.569593
1977,332953.497625
1978,335613.795779
1979,324041.903191
1980,204072.699345
1981,319348.172526
1982,224592.761417
1983,215977.484981
1984,163371.809319
1985,218601.718107
1986,220073.695571
1987,169805.49832
1988,179526.617569
1989,192971.226406
1990,209779.524958
1991,218000.811797
1992,217561.728323
1993,179001.507787
1994,231065.673113
1995,189385.714516
1996,245251.101577
1997,306571.829394
1998,298741.319037
1999,278792.27569
2000,293890.554375
2001,266161.142275
2002,245640.311897
2003,278255.859528
2004,283770.293059
2005,232840.802276
2006,220913.39541
2007,258170.366211
2008,195610.059213
2009,188456.547416
2010,201990.439536
2011,154210.864934
2012,178657.887621
2013,169009.852417
2014,181515.969994
2015,196067.900118
2016,188542.653794
2017,193596.200678
2018,125047.575844
2019,150353.906243
2020,121866.400267
2021,108566.278321
2022,190551.944761
2023,151635.569061
2024,221850.580304
2025,363360.130818
2026,169189.562024
2027,152268.547732
2028,163437.051689
2029,154535.549111
2030,244421.615561
2031,229815.164732
2032,237779.511113
2033,237801.804444
2034,161720.806923
2035,213401.252949
2036,203463.275423
2037,206045.974852
2038,302739.306
2039,211057.841263
2040,275800.422825
2041,283098.787448
2042,201729.424111
2043,178253.956038
2044,199577.069754
2045,226409.246229
2046,156249.120696
2047,153433.464383
2048,144434.148476
2049,169421.029193
2050,181320.548533
2051,89905.2241171
2052,120767.913539
2053,145613.043612
2054,91847.8895697
2055,139751.670186
2056,133166.190949
2057,114047.898448
2058,221825.916057
2059,132773.930151
2060,170863.129495
2061,162421.693457
2062,120849.001735
2063,101325.373332
2064,134235.952363
2065,117636.309409
2066,144278.662752
2067,95489.5682982
2068,161084.95454
2069,77209.643307
2070,112379.058325
2071,97013.0460203
2072,159720.810841
2073,132862.088687
2074,199887.633288
2075,153012.767747
2076,125346.610678
2077,131134.795037
2078,119092.842656
2079,137093.589457
2080,112886.22012
2081,130811.019339
2082,141831.64458
2083,133530.152399
2084,103923.585673
2085,113572.033301
2086,133942.324803
2087,137948.856631
2088,112305.40625
2089,81738.7092495
2090,135636.135922
2091,110921.226686
2092,126001.055291
2093,117175.654733
2094,118539.635304
2095,184371.651177
2096,80637.8821301
2097,101994.650857
2098,150697.173495
2099,64483.0161112
2100,68990.2565821
2101,134262.6809
2102,142852.088036
2103,101284.59255
2104,139430.887503
2105,115148.857954
2106,71657.2355486
2107,192396.69781
2108,116700.60442
2109,108812.735298
2110,121383.906705
2111,143735.04132
2112,122866.515728
2113,130971.360807
2114,126061.453672
2115,156749.344478
2116,119241.387865
2117,156059.764907
2118,127354.071835
2119,107979.225457
2120,125825.713833
2121,100353.481606
2122,105214.696633
2123,93061.4793243
2124,157035.892164
2125,131415.517624
2126,144767.344529
2127,167326.972552
2128,122027.41943
2129,102580.859755
2130,143053.49958
2131,148505.928095
2132,119356.605406
2133,122163.646768
2134,126736.764379
2135,106137.475842
2136,75342.9306002
2137,121000.181133
2138,135110.945872
2139,159397.527196
2140,146271.01661
2141,156279.582826
2142,123837.441595
2143,142600.829712
2144,124371.100599
2145,146539.073839
2146,160096.310821
2147,149421.824143
2148,133966.440998
2149,157394.493074
2150,227495.265815
2151,121744.379399
2152,159194.769354
2153,154076.619108
2154,111446.168262
2155,164671.376255
2156,237605.159133
2157,229585.015929
2158,219952.920452
2159,191557.326155
2160,187241.311726
2161,267311.026497
2162,463395.766754
2163,355651.168461
2164,247487.245187
2165,160070.939061
2166,156034.214891
2167,210093.819564
2168,187473.472916
2169,191459.049017
2170,213381.385475
2171,139786.951718
2172,143836.369741
2173,143515.519286
2174,231665.928289
2175,310511.166104
2176,284510.549839
2177,236711.29917
2178,221919.754812
2179,137846.554218
2180,240553.19662
2181,195322.519959
2182,236540.690604
2183,200927.926285
2184,130373.76076
2185,127291.779971
2186,160347.036217
2187,163302.291413
2188,170794.564439
2189,164864.451235
2190,72036.99164
2191,72658.0674352
2192,91013.847263
2193,113637.665825
2194,109868.059775
2195,103022.234524
2196,88175.0179893
2197,120667.768568
2198,147011.766524
2199,192403.365789
2200,130745.715589
2201,131810.892875
2202,194154.95033
2203,125962.99632
2204,151066.546804
2205,110865.01465
2206,135748.144097
2207,200984.254082
2208,228706.686575
2209,190151.386107
2210,139175.5939
2211,126863.182168
2212,134858.071379
2213,105620.904117
2214,133631.294095
2215,104166.772195
2216,142691.570722
2217,64304.8893448
2218,79820.3779299
2219,91286.1329763
2220,90821.1871947
2221,233962.79959
2222,216424.365439
2223,259866.371376
2224,227720.257036
2225,119644.258311
2226,171411.113082
2227,187616.714485
2228,268265.872719
2229,245603.69
2230,136545.044585
2231,197424.743064
2232,188249.962445
